,imp_sumup,imp_sumup_norm
Ddx23,0.0591463,0.018725576
Stk36,0.036140397,0.011441962
Btbd11,0.038917758,0.012321267
Polg2,0.03392656,0.010741067
Ppp1r3d,0.04376284,0.013855209
Igsf10,0.041554563,0.013156074
D2hgdh,0.0145538105,0.004607701
Bbc3,0.05052662,0.015996605
Gm20199,0.027945692,0.008847538
Gpr21,0.042228173,0.013369338
Tmem241,0.032390192,0.010254657
Gm5577,0.02331209,0.007380551
Tubgcp2,0.06308716,0.019973243
Rdh13,0.034946624,0.011064016
Klhl34,0.016799612,0.005318716
Pvt1,0.0301315,0.0095395595
L3mbtl2,0.04388147,0.013892766
Atp10d,0.024313869,0.007697712
Gpr19,0.057595856,0.01823471
Abhd14a,0.06638671,0.02101787
Tspan4,0.02662972,0.008430905
Card6,0.047020093,0.014886447
Leng1,0.043098938,0.013645019
Col8a1,0.04114191,0.013025428
Stab1,0.035901807,0.011366424
Fancb,0.024966154,0.007904224
Trp73,0.043377817,0.013733312
Otud3,0.036836874,0.0116624655
Rdh12,0.016778333,0.0053119794
Atp5sl,0.04146956,0.013129162
Shc3,0.02224895,0.0070439638
Fezf2,0.034653436,0.010971193
Tmem17,0.035175487,0.011136474
2700038G22Rik,0.011421908,0.0036161481
2700081L22Rik,0.012362746,0.003914015
Ly6f,0.026526961,0.008398373
Arl6ip6,0.08465332,0.026801035
Zfp948,0.059169196,0.018732822
Pcdhga12,0.021417221,0.00678064
Ovgp1,0.04307669,0.013637976
Mfsd7b,0.038971227,0.012338196
Omd,0.037966605,0.012020134
C630043F03Rik,0.065079145,0.020603899
Ppp2r5a,0.0638284,0.020207917
2610027K06Rik,0.00955156,0.0030240004
C130071C03Rik,0.056615625,0.017924368
Hmox2,0.043406606,0.0137424255
Slc6a15,0.07345788,0.023256587
Gm3435,0.05299348,0.016777607
Zfp454,0.023766637,0.0075244596
Lrrc23,0.035547413,0.011254225
Hhatl,0.06278448,0.019877411
Man1c1,0.056271248,0.01781534
Dact2,0.03061901,0.009693905
Stk32a,0.039615143,0.012542059
Gm17455,0.035033137,0.011091406
Psd2,0.0662338,0.020969462
Tor3a,0.044399697,0.014056836
Slc7a14,0.06910133,0.021877315
9630013A20Rik,0.039136373,0.01239048
Npy5r,0.0343795,0.010884466
Dis3l,0.059031248,0.01868915
Ypel4,0.029328717,0.009285401
Hspa12b,0.05459931,0.017286008
AI464131,0.030368682,0.009614651
Apoa1,0.019477792,0.0061666216
Sstr1,0.038173307,0.012085577
Kbtbd8,0.03753743,0.011884259
Exosc2,0.03538445,0.011202631
Aspn,0.017466046,0.0055297078
Cited4,0.039340578,0.012455132
Lsamp,0.031270843,0.009900273
Amz1,0.07380777,0.02336736
Sgcg,0.0339534,0.010749564
Fam195a,0.071065426,0.022499142
Nbeal2,0.06599219,0.020892967
Pappa,0.044482544,0.014083065
Gm13308,0.011967221,0.0037887932
Gm5176,0.034752745,0.011002635
Gm16119,0.02654979,0.008405599
Dbr1,0.044377066,0.014049672
Supt7l,0.03581553,0.011339109
Pkdcc,0.042887982,0.013578231
Tbc1d10c,0.03734164,0.011822272
Nde1,0.07226973,0.022880422
2610002J02Rik,0.013475984,0.0042664637
Pfn4,0.020331858,0.006437017
Zfp526,0.019327767,0.0061191246
Smoc2,0.04319827,0.013676466
Zfp113,0.051169828,0.016200243
Ptplb,0.06323633,0.02002047
Ddit4l,0.03912281,0.012386186
Gdpd2,0.05017084,0.015883965
Eci1,0.06253129,0.019797254
Gdf6,0.022318423,0.0070659583
Rimbp2,0.04106696,0.0130017
Ttc7,0.03583285,0.011344593
Chi3l1,0.06207307,0.019652184
D830031N03Rik,0.05078805,0.016079374
2210016F16Rik,0.06756778,0.021391796
Tfpi,0.045745436,0.014482894
Abcb1a,0.06737869,0.02133193
Cspg4,0.040173005,0.012718676
1110035M17Rik,0.015635015,0.0049500084
Zc3hav1l,0.048831094,0.015459808
Ccl6,0.034181394,0.010821747
Rhof,0.042667948,0.0135085685
Nphp4,0.032624904,0.010328965
Slc5a5,0.03561097,0.011274346
Rgs6,0.03990298,0.012633187
Prdx4,0.066263795,0.020978957
Nop9,0.037106525,0.011747836
Foxd2,0.04016933,0.0127175115
Igsf9b,0.016591612,0.005252864
St6galnac4,0.06555368,0.020754136
Fahd2a,0.06425918,0.0203443
March9,0.07325489,0.02319232
Arsk,0.05760315,0.018237019
Magee2,0.041261956,0.013063435
Scara5,0.04306785,0.013635176
Fam219a,0.045705885,0.014470372
Nhs,0.061709102,0.019536952
Tmem120b,0.023228956,0.0073542316
Pp2d1,0.04735774,0.014993345
Gm5069,0.0546527,0.017302912
Ccne2,0.044040963,0.013943262
Kcnh8,0.027339902,0.0086557465
Arl5b,0.036205303,0.011462511
Pcsk7,0.045480087,0.014398886
Plcb3,0.047641847,0.0150832925
Zscan2,0.024329651,0.007702708
4933404O12Rik,0.043564506,0.013792417
Rdh11,0.035500266,0.011239298
Htr3a,0.05392962,0.017073985
Casp1,0.050067574,0.015851272
Mta3,0.0443709,0.01404772
Hlcs,0.037009362,0.011717074
Mrpl1,0.061968744,0.019619154
Thada,0.046345215,0.014672783
Jag2,0.047224574,0.014951186
1700028B04Rik,0.013802683,0.004369896
Shroom4,0.012191888,0.0038599218
Chst15,0.044333246,0.014035798
Frmd4b,0.06365409,0.020152729
Wdr46,0.037730716,0.0119454535
Htr2a,0.013222629,0.004186252
Dnaic2,0.037555695,0.011890042
4930447C04Rik,0.034009162,0.010767218
Ak4,0.067479074,0.021363713
Socs3,0.028928377,0.009158654
Nek4,0.043985732,0.013925776
Clic5,0.043056093,0.013631455
Zkscan5,0.057075333,0.018069912
BC048943,0.035379827,0.0112011675
1700071M16Rik,0.028411105,0.008994888
Ercc1,0.03915549,0.012396534
Uxs1,0.03646125,0.011543542
Cd274,0.012069977,0.0038213253
Mtrr,0.03631061,0.011495851
Aldh16a1,0.04206614,0.013318038
Hecw1,0.0932167,0.029512182
Unc45b,0.020919902,0.00662319
Catsper2,0.007342211,0.0023245264
Cyp7b1,0.06668994,0.021113873
Atoh8,0.036352877,0.011509232
Rgs9,0.031961363,0.01011889
Acot11,0.03773951,0.011948238
A330048O09Rik,0.03948485,0.012500809
Fktn,0.06126376,0.019395959
Lrrc32,0.053734697,0.017012276
AI450353,0.027543362,0.008720161
Gm9199,0.02707955,0.00857332
Nln,0.054255307,0.0171771
Hist1h2bn,0.026570724,0.008412227
Fam110c,0.04397006,0.013920814
Dnahc1,0.02813726,0.008908188
Fam35a,0.03864129,0.012233738
Thnsl2,0.009055428,0.0028669266
Car15,0.03613905,0.011441535
Hist1h2bl,0.02678168,0.008479014
D2Wsu81e,0.07082732,0.02242376
Plod2,0.06317539,0.020001175
Ppp1r3e,0.025333928,0.00802066
Kcnq1,0.01935415,0.0061274767
Sap25,0.023789616,0.007531734
Jtb,0.055634562,0.017613767
Mpzl2,0.049576167,0.015695695
Kcnn3,0.06191593,0.019602435
Ar,0.008382184,0.0026537792
Rmdn2,0.039435897,0.0124853095
Acy1,0.040012397,0.012667828
Nxph3,0.02409762,0.0076292483
Lsm5,0.03767368,0.011927395
Ccdc163,0.046588633,0.014749847
Lyrm5,0.06586737,0.020853449
Rsad2,0.0692535,0.021925488
Znhit3,0.034996483,0.011079802
Ism1,0.026612544,0.008425467
A630066F11Rik,0.010655041,0.0033733603
Sprn,0.045428574,0.014382576
Arrb2,0.09915723,0.03139294
D3Ertd751e,0.06426999,0.020347724
Aif1,0.050537817,0.01600015
Vsig8,0.021273045,0.0067349947
Gfm1,0.060355607,0.01910844
Vmn2r1,0.0063034273,0.0019956497
Dhrs13,0.04763762,0.015081955
Scpep1,0.025139075,0.00795897
1700047M11Rik,0.027296625,0.008642045
Ccnjl,0.031811584,0.0100714695
Sema4c,0.048794426,0.015448197
Rnf17,0.048426792,0.015331803
Aff2,0.038396936,0.012156378
Carm1,0.02628473,0.008321682
C030034I22Rik,0.04521712,0.014315629
Mtbp,0.016312,0.005164339
Muc6,0.034181863,0.010821896
Gm13476,0.033777755,0.010693955
Col20a1,0.04506327,0.014266921
Cpa2,0.010598057,0.003355319
Zfp628,0.03666448,0.011607885
Hyi,0.05705099,0.018062204
Rilp,0.025501013,0.008073558
Tlr4,0.04169069,0.013199171
Wdr52,0.017959759,0.0056860163
Ern1,0.011191054,0.0035430605
Esm1,0.017270144,0.005467686
3110039M20Rik,0.044207625,0.0139960265
Star,0.036678508,0.011612327
Ranbp3l,0.04682496,0.014824668
Fbxo2,0.053743083,0.017014928
Lmbr1l,0.049937885,0.015810214
Mbnl3,0.04637844,0.0146833025
4931414P19Rik,0.024526365,0.0077649876
Apitd1,0.03305025,0.010463629
Zfp282,0.045007836,0.014249372
Capn10,0.058568444,0.018542627
6330408A02Rik,0.04081419,0.012921674
Gal3st4,0.048436783,0.015334968
Gfpt2,0.044596244,0.0141190635
Pcdhb19,0.03621467,0.011465476
Nelfa,0.07344101,0.023251247
Serpinb6a,0.07560804,0.023937322
Ccdc77,0.03420987,0.010830762
Poc5,0.06534653,0.020688552
Alox5ap,0.039972525,0.012655205
Proz,0.066781946,0.021143
Sugp1,0.070375994,0.022280868
Racgap1,0.044722274,0.014158963
Zfp652,0.06332013,0.020047
Stard4,0.035979185,0.011390923
Crabp1,0.063502364,0.020104695
Aldh9a1,0.045459867,0.014392484
Pigo,0.04610378,0.014596344
Hpgds,0.029510362,0.00934291
Vkorc1l1,0.056422003,0.01786307
Zranb3,0.045718115,0.014474245
Slc2a5,0.030845383,0.009765574
Snrpf,0.025272531,0.008001222
Tm6sf2,0.025480082,0.008066933
Usp29,0.052576017,0.016645439
Gas2l2,0.030642284,0.0097012725
Pom121,0.03496322,0.011069271
Slc25a10,0.045182582,0.014304696
Trim65,0.015259803,0.0048312163
Socs6,0.05364157,0.01698279
Carf,0.02630556,0.008328277
Gm166,0.027680783,0.008763668
Aldh1a7,0.04140774,0.01310959
Ccdc176,0.042485215,0.013450717
Errfi1,0.07985963,0.025283365
Slc29a2,0.04427647,0.014017822
2310069G16Rik,0.037419066,0.011846785
Usp13,0.05659364,0.01791741
Coa4,0.03338879,0.010570809
Rasd1,0.015112045,0.004784437
Cdca7,0.06295928,0.019932756
Zfhx2as,0.03182819,0.010076728
Greb1l,0.026729044,0.008462351
Tmed4,0.057673134,0.018259173
Hcn3,0.049177572,0.0155695
Atpaf2,0.034166813,0.01081713
Pradc1,0.05723597,0.01812077
Mavs,0.031210346,0.009881119
Gngt2,0.032530848,0.010299187
St3gal4,0.06045839,0.01914098
Clcn7,0.030766005,0.009740443
Ccdc101,0.048629403,0.015395951
Neb,0.04750562,0.015040165
Bud13,0.04306557,0.013634455
B3gnt9,0.03309467,0.010477693
A130010J15Rik,0.024618914,0.0077942885
Klhl15,0.029580494,0.0093651125
Ubxn11,0.02176824,0.006891772
Adora2b,0.056654733,0.017936751
Cdk5rap2,0.04297578,0.013606027
C4a,0.047525164,0.015046352
Clic3,0.006598459,0.0020890562
Dhrs11,0.037248876,0.011792903
Zfp57,0.027599405,0.008737905
Tbc1d7,0.050099246,0.0158613
Celsr1,0.03980543,0.012602302
Slc26a10,0.031226171,0.00988613
Tspan17,0.06830574,0.02162543
Haus6,0.04557258,0.014428169
Bco2,0.039491735,0.012502988
P2rx7,0.042942256,0.013595414
Olfr114,0.007808991,0.0024723073
Nrn1l,0.0418232,0.013241124
St18,0.027458237,0.008693212
Gtpbp10,0.05691651,0.018019628
Atf3,0.06505602,0.020596577
Dnajc24,0.058821246,0.018622663
Tnfaip8l2,0.028408844,0.00899417
Trmt44,0.054392383,0.017220497
Itfg2,0.032433957,0.010268511
Plekhg2,0.052553564,0.016638331
Carns1,0.042998638,0.013613264
Cxcl5,0.056424584,0.017863888
Pdf,0.038741063,0.012265326
Rilpl2,0.05478212,0.017343886
Rbm24,0.03659207,0.011584961
Elf1,0.06814181,0.021573532
Renbp,0.035390247,0.011204466
Emilin2,0.024703147,0.007820956
Gm16973,0.08255749,0.026137501
1700012B15Rik,0.03973073,0.012578653
Cdh22,0.028434815,0.009002394
Macc1,0.016516155,0.0052289744
Asl,0.020444917,0.006472811
Dna2,0.02469476,0.007818301
Kdm4c,0.0688018,0.021782482
Naaa,0.07635388,0.024173452
Aox1,0.040601894,0.012854461
Gm11201,0.016555177,0.005241329
Glra2,0.06692197,0.021187333
Cenpo,0.025098315,0.007946065
Rgs16,0.064227104,0.020334147
Zfp503,0.024383523,0.0077197636
Lrrc61,0.045303095,0.014342851
Agbl2,0.042065855,0.013317947
Dbh,0.023770465,0.0075256713
Map3k8,0.015903221,0.005034921
Chdh,0.04115182,0.013028566
Rrad,0.053377554,0.016899204
Tbx2,0.055389058,0.017536042
Senp1,0.042931188,0.01359191
Gm5126,0.01753132,0.005550374
Opalin,0.0384331,0.012167826
Jph1,0.030152565,0.00954623
Raver1,0.06059452,0.019184079
Emb,0.056141924,0.017774398
Adra2c,0.047878064,0.015158079
Il13ra1,0.0457368,0.01448016
Mir692-1,0.02052567,0.0064983773
Aifm2,0.03991981,0.012638514
Pdlim3,0.04157677,0.013163104
Shc2,0.025096754,0.007945571
Endov,0.040959336,0.012967627
Actr3b,0.04500044,0.014247031
Ifi47,0.03688218,0.011676809
Tube1,0.016989902,0.0053789616
Plin3,0.05026128,0.0159126
Bspry,0.026924422,0.008524207
Fam219b,0.07867224,0.02490744
Nat2,0.017202107,0.0054461453
Ecscr,0.042562526,0.013475193
Stk33,0.045132678,0.014288897
Asphd2,0.06607329,0.020918643
Pdia5,0.03129778,0.009908802
Tmem194,0.027940588,0.008845923
Mrm1,0.01133932,0.0035900013
Sept10,0.06067668,0.01921009
Cebpb,0.031287417,0.00990552
4930452B06Rik,0.035554193,0.011256372
Gm8994,0.04351233,0.013775898
Rab22a,0.05366096,0.01698893
Oxtr,0.028826969,0.009126549
Epor,0.03256927,0.010311351
Mamdc4,0.021188714,0.006708295
Hcls1,0.03348894,0.010602517
Eno3,0.041268885,0.013065629
Dak,0.04884454,0.015464062
Mirlet7b,0.041186813,0.013039645
Klhl36,0.03126288,0.009897752
Dffb,0.04077399,0.012908947
Fam107b,0.07669803,0.02428241
Cyp27a1,0.038009956,0.01203386
Zscan21,0.0752095,0.023811147
3110001I22Rik,0.029610114,0.00937449
Ldb2,0.028764015,0.009106617
Tnni1,0.013549735,0.0042898133
Smg8,0.053032205,0.016789867
Prkab2,0.040215567,0.012732151
Gstm2,0.04263322,0.013497574
Fbxw17,0.039404254,0.012475291
Jak3,0.009873788,0.0031260175
Ldlr,0.0498351,0.015777672
Pcdhb5,0.04176932,0.013224064
Sfpi1,0.026781054,0.008478817
4930451G09Rik,0.008238684,0.0026083475
A330041J22Rik,0.009078954,0.0028743749
Itgae,0.004520396,0.0014311463
Dbil5,0.029782288,0.009429
Ramp3,0.03429363,0.010857279
Cacna1s,0.018111054,0.0057339156
Bud31,0.041501835,0.01313938
Tyms,0.023658678,0.00749028
Utp14b,0.08083041,0.025590712
AW046200,0.022656167,0.0071728877
Slc1a6,0.032174297,0.010186304
Cd83,0.026985608,0.008543579
Gjc2,0.046159532,0.014613996
Slc22a6,0.03561655,0.011276114
Cntn6,0.044030525,0.013939957
Pycrl,0.053995643,0.01709489
Fam189a2,0.057775136,0.018291466
Zfp563,0.055801056,0.017666478
Mlxipl,0.028685581,0.009081786
Skap1,0.022511043,0.007126941
Col27a1,0.062163327,0.019680757
Poll,0.04619267,0.014624487
Zfp783,0.055133738,0.017455207
9130008F23Rik,0.0045678425,0.0014461678
Dll1,0.056449514,0.01787178
Gm14327,0.028204855,0.008929588
Batf3,0.028735306,0.009097528
2810006K23Rik,0.030232148,0.009571425
Zfp386,0.025133993,0.007957361
Mtm1,0.05328695,0.01687052
B230378P21Rik,0.024055526,0.0076159206
A430033K04Rik,0.026768211,0.00847475
Gm9731,0.014858871,0.0047042826
Gdnf,0.024853153,0.007868448
Tmem53,0.01524446,0.004826359
Cldn1,0.023704426,0.007504764
Mycl1,0.047098678,0.014911327
Drc1,0.03251685,0.010294755
F8,0.02858444,0.009049763
Slc27a2,0.03924281,0.012424178
Pola2,0.03522497,0.011152141
Pnmal1,0.056281727,0.017818658
Naa25,0.053796623,0.01703188
B930003M22Rik,0.022885302,0.007245431
Ikzf2,0.06476513,0.020504484
Tacc3,0.017283952,0.005472057
Cradd,0.04392253,0.013905766
Tbx6,0.018930243,0.005993269
Adamts2,0.035612807,0.011274927
Daxx,0.07883293,0.024958316
Gm1976,0.039666526,0.012558325
Ablim2,0.066384755,0.021017253
Hs1bp3,0.04936625,0.015629236
Flad1,0.04623603,0.014638215
Trim7,0.019162256,0.0060667237
Cdc42ep2,0.04642473,0.014697958
Xylb,0.016126864,0.005105726
BC026590,0.049297087,0.015607338
Tmem120a,0.04405397,0.013947381
Dopey1,0.08087041,0.025603376
Zfp775,0.038771376,0.012274924
March1,0.032509837,0.010292535
Fam203a,0.03778859,0.011963775
Hint3,0.026059654,0.008250423
Nckap5,0.016713452,0.0052914377
Adamts15,0.045028366,0.014255872
Hephl1,0.044082113,0.01395629
Plcd4,0.038082633,0.012056869
Cks1b,0.041533865,0.01314952
Cnnm4,0.05733411,0.01815184
Sh3bp5,0.06149221,0.019468283
Naa38,0.06353253,0.020114245
Mettl5,0.036472965,0.011547253
Pcdha10,0.020569568,0.0065122754
Dtd2,0.040910967,0.012952312
Papd4,0.041114524,0.0130167585
Tbc1d2,0.011003808,0.003483779
Lrwd1,0.07138373,0.022599915
Gpr173,0.029014464,0.009185909
2900009J06Rik,0.020591782,0.006519308
Snord104,0.053508393,0.01694063
Agtr2,0.032369312,0.010248045
3632451O06Rik,0.045653258,0.01445371
9330102E08Rik,0.038013626,0.012035022
Zbtb48,0.028735762,0.009097673
Hhip,0.028208137,0.008930627
Vamp5,0.03438129,0.010885033
Tmem44,0.05831561,0.01846258
Zfp335,0.06717419,0.021267185
Gm9776,0.014611074,0.004625831
Inpp5e,0.034666695,0.010975391
Dars2,0.043525297,0.013780003
Akr1c18,0.045343444,0.014355623
Mre11a,0.02078453,0.006580332
Ttc9,0.06284057,0.019895174
Ms4a6c,0.019884087,0.0062952535
Ccr5,0.02761975,0.008744346
Gatc,0.0333525,0.01055932
Usp53,0.07221439,0.0228629
Eme1,0.059741773,0.018914102
Nphp3,0.03568404,0.01129748
Abcc10,0.028611422,0.009058307
Grwd1,0.038373105,0.012148832
Ephb2,0.031408496,0.009943854
Pnkp,0.054899592,0.017381078
Bmper,0.038291696,0.012123058
Kcnq3,0.016881112,0.0053445194
Fzd8,0.039555155,0.012523066
Ptprv,0.009305074,0.0029459635
Mtrf1,0.02557958,0.008098433
Lrrc57,0.0772322,0.024451526
Nme4,0.031190092,0.009874708
Prdm5,0.0709627,0.022466619
Fgf10,0.04187278,0.01325682
Rbpjl,0.01915657,0.006064923
Foxo6,0.02955983,0.00935857
Lnx2,0.052814137,0.01672083
Chd1l,0.038618676,0.012226579
Slc35g1,0.032420892,0.010264376
Abcb4,0.03103662,0.009826118
Utp6,0.065170355,0.020632777
Cdh15,0.012451475,0.0039421064
Rabggta,0.054680374,0.017311674
Egr2,0.055929154,0.017707035
9330158H04Rik,0.025354987,0.008027327
Baiap3,0.0140351765,0.004443503
Cdon,0.023811225,0.007538576
Scel,0.005994937,0.0018979826
Klk6,0.012786269,0.0040481016
Rem2,0.031094702,0.009844507
1700017B05Rik,0.047517613,0.01504396
Rangrf,0.053133424,0.016821913
Ppcdc,0.018772334,0.0059432755
BC048546,0.020983452,0.0066433097
Ndst3,0.023865929,0.0075558955
Lrrc18,0.018994877,0.0060137324
Cth,0.03419012,0.010824509
Epha1,0.022800393,0.0072185495
Stag3,0.02755591,0.008724135
Fbln1,0.058131184,0.018404191
Col6a2,0.042283796,0.013386947
Zbtb12,0.02470842,0.007822625
Uimc1,0.058554832,0.018538319
AA986860,0.017764004,0.0056240405
Slc39a3,0.031535927,0.009984198
Zfp128,0.02145623,0.0067929905
Mafk,0.009559347,0.0030264661
Gnaz,0.065507315,0.020739457
Itga9,0.028729755,0.009095771
Cystm1,0.03632039,0.011498946
Chst7,0.014350468,0.0045433235
Tmem238,0.026403436,0.008359264
Gm5088,0.05735424,0.018158212
Fam227a,0.03265469,0.010338397
Gpx6,0.03720428,0.011778785
Hist1h2an,0.022508187,0.0071260375
Fbxl22,0.05729302,0.018138831
Supt20,0.05112614,0.016186412
Unc5a,0.030189533,0.009557933
4933413L06Rik,0.026568087,0.008411392
Utp14a,0.07402505,0.023436151
Ebi3,0.008887508,0.0028137632
AF357355,0.016165245,0.0051178774
Ctbs,0.050466653,0.015977621
Gm10125,0.033862498,0.010720784
BC065397,0.061716974,0.019539444
Htra3,0.0550266,0.017421287
Syt15,0.00585925,0.0018550245
Rpusd2,0.03769003,0.011932571
Eml3,0.06988792,0.022126345
1700086O06Rik,0.05131287,0.01624553
Mon1a,0.06055372,0.01917116
Mrgprf,0.022273472,0.0070517273
Cbwd1,0.035359107,0.011194607
Zfp112,0.037508246,0.011875019
Cmc1,0.06476307,0.02050383
Sema4a,0.052857522,0.016734565
Slc15a3,0.016285218,0.005155861
Htr5a,0.02602192,0.008238477
1600002H07Rik,0.028632114,0.009064857
E130102H24Rik,0.04553816,0.014417272
Wwox,0.046052583,0.014580135
Pi4kb,0.046772912,0.01480819
Rnaseh1,0.046707273,0.0147874085
Cda,0.026397234,0.0083573
Hist1h2ad,0.025900573,0.008200058
Pcdha3,0.005453399,0.0017265328
Xrcc5,0.050148588,0.01587692
Ankrd9,0.038300537,0.012125857
Arid3b,0.012376973,0.0039185197
Lig1,0.03993393,0.012642986
Zfp691,0.037473366,0.011863978
Ppox,0.048686318,0.015413969
Bbs12,0.017498832,0.005540088
Acrbp,0.041860487,0.013252929
Zfp426,0.026426053,0.008366425
Zfp346,0.046059918,0.014582459
Ednra,0.057950925,0.018347122
Cyr61,0.0139377685,0.0044126636
Eda,0.03226139,0.010213878
Abcc8,0.022554643,0.0071407454
Rgs11,0.059206516,0.01874464
Wnt4,0.03386961,0.010723036
Slc13a5,0.06614734,0.020942088
Ppie,0.04153352,0.013149411
Tac1,0.03039742,0.00962375
Kcnt2,0.017767746,0.005625225
Bub1b,0.031846654,0.010082573
Gm10069,0.029728973,0.009412121
Fam132a,0.034135506,0.010807218
Kdm2b,0.06988901,0.022126691
Neil1,0.049334973,0.015619333
4930519F09Rik,0.022396266,0.0070906035
Lpar2,0.04142995,0.013116622
Rnf123,0.04711363,0.014916062
Surf6,0.029227402,0.009253325
Ddx4,0.031754684,0.010053455
Aste1,0.051480528,0.01629861
Peg12,0.010911486,0.0034545502
Robo3,0.0053574378,0.0016961518
Hyls1,0.042440336,0.013436507
Ccdc57,0.039994743,0.012662239
Trim59,0.060743615,0.019231282
Ccdc61,0.038664125,0.012240968
Rbm48,0.040222757,0.012734426
Gm7102,0.021290526,0.0067405286
Rasgrp4,0.03866586,0.012241517
Sema5b,0.054809246,0.017352475
Syde2,0.058518108,0.01852669
Cinp,0.031911843,0.010103212
Slc35b3,0.043891687,0.013896002
Zfp27,0.06266009,0.019838033
Shroom1,0.017826796,0.00564392
Wdr78,0.040105846,0.012697414
Ccdc114,0.03076294,0.0097394725
Slit3,0.028115114,0.008901176
Sdf2l1,0.038371816,0.012148424
Gpr126,0.04517082,0.014300973
Cdk20,0.06473026,0.020493442
Slc7a7,0.034170303,0.010818235
Pcbd1,0.035466883,0.01122873
Bcl6b,0.018732606,0.0059306975
Ttf2,0.03495847,0.011067767
Cdc45,0.0033032126,0.0010457891
Dgka,0.04350432,0.013773362
S100a4,0.014548405,0.00460599
9130017N09Rik,0.027609212,0.00874101
2410131K14Rik,0.03516284,0.011132469
Xlr3b,0.025948502,0.008215233
Lsr,0.05449858,0.017254118
Polr3d,0.031855017,0.010085221
Gpr64,0.009134541,0.0028919736
Cyp46a1,0.020911505,0.0066205314
Obsl1,0.03739008,0.011837608
Hspbap1,0.015140095,0.004793317
Crlf1,0.029623372,0.0093786875
Ncaph,0.026702717,0.0084540155
Sox7,0.025605401,0.008106607
Rad51ap1,0.015131253,0.004790518
Cenpq,0.036196753,0.011459804
Scml4,0.02124575,0.006726353
Nrip1,0.05061461,0.016024463
4921504A21Rik,0.020507202,0.0064925305
Galk2,0.062496312,0.01978618
Wdr59,0.041909847,0.013268556
Rrp15,0.059964832,0.018984722
Nup54,0.043582134,0.0137979975
Phkg1,0.016281882,0.0051548043
Adamts17,0.015238396,0.004824439
Heatr2,0.045392457,0.014371142
Dnase1,0.04209837,0.013328242
4930444A02Rik,0.03943412,0.012484748
Slc37a1,0.040157713,0.012713834
Pter,0.038263675,0.012114187
Synpo2,0.046574537,0.014745384
2410066E13Rik,0.019549625,0.006189364
Slc27a3,0.045558345,0.014423662
Tsku,0.044423707,0.014064438
Ocln,0.03964878,0.012552707
N6amt1,0.03559714,0.011269969
Top3a,0.035484377,0.011234268
9430015G10Rik,0.025216179,0.007983382
Mcm3,0.04782133,0.015140117
Nars2,0.06608529,0.020922441
Toe1,0.026812792,0.008488866
2810410L24Rik,0.03078068,0.009745088
Dsn1,0.018984053,0.006010305
Lrrc56,0.030287031,0.0095888
Ly86,0.051713012,0.016372215
Kif20a,0.014453643,0.004575988
Mdfi,0.02668428,0.008448179
Osmr,0.046590462,0.014750427
Atp5s,0.039950877,0.012648351
Tmem234,0.044133883,0.01397268
Fbxo46,0.051887564,0.016427478
Iqcc,0.025122918,0.007953855
Dlx6,0.044013012,0.013934413
6430584L05Rik,0.003915979,0.0012397895
Hrh1,0.028675942,0.009078734
2410133F24Rik,0.04050202,0.012822841
Capn6,0.03419137,0.010824905
Rel,0.028301112,0.008960064
Tnr,0.047438193,0.015018816
Hck,0.015059371,0.0047677606
Cep104,0.03161391,0.010008887
Pinx1,0.05249365,0.016619364
Itga5,0.028880728,0.009143569
Dpt,0.02841008,0.008994563
Llgl2,0.032958318,0.010434523
Noc3l,0.065077744,0.020603456
Fam13c,0.04404436,0.013944338
Lrrc6,0.031541344,0.0099859135
Gmppb,0.045802165,0.014500855
0610009L18Rik,0.04363974,0.013816236
Lztr1,0.053223744,0.016850509
Prkcq,0.037748303,0.011951022
Lcp2,0.02609226,0.008260746
Nr4a3,0.025666546,0.008125966
Lrrc39,0.032430757,0.0102675
Oas1b,0.012718726,0.004026718
Ace2,0.03676093,0.011638421
Sp7,0.044360716,0.014044495
Cmya5,0.036421698,0.011531021
Gm694,0.020568544,0.0065119513
Lst1,0.022620782,0.007161685
Ccdc112,0.04165903,0.013189148
Ppp1r36,0.0076096803,0.0024092062
Zfp943,0.03563361,0.011281515
Chrna10,0.024835294,0.007862793
Mtmr9,0.049808636,0.015769294
Orai2,0.053082928,0.016805926
Gm16853,0.01641606,0.0051972847
Cyp2a4,0.026009277,0.008234474
Ager,0.036316324,0.011497661
Steap1,0.016646972,0.005270391
Rbm11,0.016086286,0.0050928793
Khk,0.044311553,0.01402893
Gm9079,0.030607646,0.009690307
Capsl,0.016127182,0.005105827
Nup98,0.05415028,0.017143846
Snx20,0.022099523,0.0069966554
Gm3230,0.020917038,0.0066222833
Adam1a,0.025173528,0.007969878
Gm9897,0.011893462,0.0037654412
Zfp961,0.02505431,0.007932134
Nyap1,0.03485296,0.011034362
Atp2b3,0.042191844,0.013357835
Slc26a2,0.022912648,0.0072540888
Dmkn,0.02742946,0.008684101
Zfyve9,0.049892943,0.015795983
Zmynd10,0.016578848,0.005248823
Lect1,0.042374212,0.013415572
Pacrgl,0.03461708,0.010959684
Kif22,0.03563033,0.011280476
Ubiad1,0.05457833,0.017279366
Arhgap18,0.04543455,0.014384467
H2-Eb1,0.03371918,0.01067541
Ptpn6,0.03087756,0.0097757615
Gpt,0.044931814,0.014225303
Bend5,0.048193313,0.015257887
Zfp758,0.036686122,0.011614737
